0,1,2,3,4,5,6,7,8,9,10
C0020550,carmustine,isoprenaline,Glutathione,liothyronine,levothyroxine,amiodarone,,Arsenic trioxide,Dextrothyroxine,NADH
C0020544,oxymetholone,carvedilol,candesartan-cilextil,Tasosartan,fostamatinib,Azilsartan medoxomil,zinc,Nesiritide,ivacaftor,melatonin
C0011606,regorafenib,dasatinib,sorafenib,ponatinib,imatinib,pazopanib,nilotinib,lenvatinib,zinc,sunitinib
C0014742,,zinc,Muromonab-CD3,flumethasone,dextromethorphan,prednicarbate,loperamide,desonide,sulfasalazine,clobetasol-propionate
C0000737,cholic-acid,,Oxygen,Acetohydroxamic Acid,Pegaptanib,fostamatinib,NADH,Filgrastim,dasatinib,zinc
C0022596,zinc,mebendazole,podophyllotoxin,ixabepilone,fostamatinib,colchicine,vincristine,vinorelbine,regorafenib,Succinic acid
C0042510,phenytoin,vernakalant,procainamide,flecainide,propafenone,disopyramide,brivaracetam,cinchocaine,dyclonine,quinidine
C0424489,,gabexate,,zinc,L-Aspartic Acid,mebendazole,vinorelbine,colchicine,ixabepilone,acetylcysteine
C0342543,seratrodast,olopatadine,,bortezomib,carfilzomib,L-Isoleucine,,TUROCTOCOG ALFA,cytarabine,halofuginone
C0002875,sodium ferric gluconate complex,IRON DEXTRAN,Sucroferric Oxyhydroxide,Oxygen,Iron,Oxycodone,Thalidomide,disopyramide,lidocaine,zinc
C0038525,minocycline,ambrisentan,,bosentan,Sitaxentan,macitentan,,Aminophylline,triflusal,istradefylline
C0036508,Heparin,Bemiparin,Fondaparinux,Enoxaparin,Sulodexide,Danaparoid,Antithrombin III,Tranexamic Acid,,Ximelagatran
C0010068,6-Aminocaproic Acid,sivelestat,cyanocobalamin,PORFIMER SODIUM,warfarin,acenocoumarol,phenindione,phenprocoumon,dicoumarol,menadione
C0010054,PORFIMER SODIUM,fulvestrant,bazedoxifene,,ospemifene,quinestrol,Methyltestosterone,Conjugated Estrogens,tibolone,mestranol
C0497327,cholic-acid,Oxygen,zinc,NADH,coenzyme Q10,gabexate,acetylcysteine,,colchicine,Iron
C0041582,Pseudoephedrine,,ibandronate,risedronate,,pamidronate,fostamatinib,Methyltestosterone,fluorometholone,betamethasone
C0162429,cyanocobalamin,L-Cysteine,diosmin,Hydroxocobalamin,ademetionine,estramustine,L-Serine,tipiracil,flutamide,GINSENG
C0023449,ponatinib,sorafenib,nintedanib,sunitinib,bosutinib,dasatinib,fostamatinib,Arsenic trioxide,podophyllotoxin,isoprenaline
C0014583,carfilzomib,bortezomib,N-Acetyl-D-glucosamine,tocofersolan,hycanthone,,L-Isoleucine,cytarabine,,L-Valine
C0020626,Teriparatide,PARATHYROID HORMONE,Tolcapone,OPICAPONE,entacapone,Neomycin,,velcalcetide,cinacalcet,Spermine
C0559106,aspirin,fostamatinib,dabrafenib,Adenosine monophosphate,estramustine,L-Glutamic Acid,dacarbazine,Diethylstilbestrol,carmustine,estradiol cypionate
C0042909,cupric chloride,Kappadione,Sodium Tetradecyl Sulfate,,insulin human,menadione,"insulin, neutral",,fostamatinib,Dexibuprofen
C0023448,fludarabine,cladribine,gemcitabine,pemetrexed,ospemifene,,fulvestrant,panobinostat,belinostat,vorinostat
C0917805,Romiplostim,eltrombopag,pazopanib,Tenecteplase,,baricitinib,MOROCTOCOG ALFA,,tofacitinib,ruxolitinib
C0242973,Theobromine,,Defibrotide,istradefylline,regadenoson,clenbuterol,,miglitol,adenosine,doxofylline
C0005699,pentostatin,floxuridine,capecitabine,doxifluridine,carmofur,leucovorin,,Trifluridine,ponatinib,bosutinib
C0029401,axitinib,Arsenic trioxide,fostamatinib,fulvestrant,bosutinib,,ponatinib,regorafenib,bazedoxifene,imatinib
C0023892,Thalidomide,hyaluronidase (ovine),aspirin,fostamatinib,ruxolitinib,tofacitinib,lenalidomide,Tromethamine,tezacaftor,ivacaftor
C0027404,suvorexant,,"insulin, neutral",Choline,choline salicylate,tetracycline,,Calcium Chloride,Adenosine monophosphate,insulin human
C0002874,glucosamine,apremilast,olsalazine,Ecothiopate,,doxorubicin,,Sodium stibogluconate,levofloxacin,podophyllotoxin
C0022568,safinamide,isocarboxazid,procarbazine,,tranylcypromine,pargyline,,rasagiline,moclobemide,linezolid
C0014743,carfilzomib,bortezomib,omalizumab,Choline,choline salicylate,N-Acetyl-D-glucosamine,Lithium,L-Isoleucine,perampanel,Phenformin
C1704436,fulvestrant,ospemifene,bazedoxifene,,fostamatinib,regorafenib,hyaluronidase (ovine),Methyltestosterone,bosutinib,panobinostat
C0030193,mirtazapine,mianserin,fluphenazine,chlorpromazine,perphenazine,amitriptyline,asenapine,clozapine,zotepine,risperidone
C0221032,terbinafine,methocarbamol,ethinamate,Ethanol,L-Lysine,itopride,,bromopride,bromperidol,L-Arginine
C0020545,,Acetohydroxamic Acid,dabrafenib,Filgrastim,dactinomycin,teniposide,daunorubicin,dexrazoxane,etoposide,doxorubicin
C0037763,Glucagon recombinant,oxytocin,Valproic Acid,NADH,Pyridoxal Phosphate,Succinic acid,L-Cysteine,disulfiram,retinol,Glutathione
C0242350,gestrinone,danazol,goserelin-acetate,Buserelin,gonadorelin,ganirelix,triptorelin,Histrelin,Abarelix,Nafarelin
C0751865,ospemifene,fulvestrant,bazedoxifene,,Sodium stibogluconate,homoharringtonine,,quinestrol,fostamatinib,allylestrenol
C0242422,Biotin,zinc,,acetylcysteine,tretinoin,resveratrol,fostamatinib,memantine,profenamine,retinol
C0018794,Benzocaine,dyclonine,cinchocaine,ranolazine,orphenadrine,phenacemide,oxcarbazepine,lacosamide,mephenytoin,eslicarbazepine-acetate
C0026691,ibrutinib,sarilumab,Lithium,palivizumab,Tositumomab,Alemtuzumab,alefacept,efalizumab,Bevacizumab,Adalimumab
C0156404,vinblastine,podophyllotoxin,vincristine,pentamidine,fulvestrant,fostamatinib,ospemifene,tibolone,,quinestrol
C1961099,pimecrolimus,everolimus,temsirolimus,sirolimus,fulvestrant,,ospemifene,bazedoxifene,celecoxib,Methyltestosterone
C0001206,icosapent,Arsenic trioxide,Mecasermin,Rosiglitazone,Insulin Lispro,,Insulin Glargine,Pseudoephedrine,Insulin Glulisine,Insulin Detemir
C0235480,propafenone,flecainide,vernakalant,quinidine,phenytoin,procainamide,aprindine,cinchocaine,benzonatate,Encainide
C0238198,imatinib,sunitinib,pazopanib,coenzyme Q10,nilotinib,ponatinib,ataluren,lenvatinib,Becaplermin,regorafenib
C0013428,glutamine-(l),azathioprine,mercaptopurine,dasatinib,metharbital,butalbital,stiripentol,butabarbital,Ethchlorvynol,Talbutal
C0041408,,triflusal,isoprenaline,,L-Arginine,,L-Citrulline,Glutathione,dexamethasone,cholic-acid
